"","UID","school","eduction_level","education_type","job_title","No_Year_Wor_Experience","YearsWork","work_location","tuition","Blockchain","Cloud_computing","Analytical_reasoning","Artificial_Intelligence","UX_design","Business_analysis","Affiliate_marketing","Sales","Scientific_computing","Video_production","Persuasion","Collaboration","Adaptability","Emotional_Intelligence","Microsoft_Office","Microsoft_Excel","Visual_Basic","Python","R","SQL","Java","Public_Speaking","Cert_Amazon_Web_Services_Essential_Training","Cert_Scrum_Basics","Cert_Time_Management_Fundamentals","Cert_Online_Marketing_Foundations","Cert_Project_Management_Foundations","Cert_Body_Language_for_Leaders","Cert_Excel_Essential_Training","Cert_AWS_Certified_Advanced_Networking","Cert_Programming_Foundations","Cert_Project_Management_Professional","Cert_Git_Essential_Training","Cert_Microsoft_Certified__Azure_Fundamentals","Cert_Developing_Executive_Presence","Cert_Online_Marketing_Foundations.1","Cert_Strategic_Thinking","Count","Mergecol","title","Location","numbersofjob","jobgrowth","salary","salarygrowth"
"1478",1478,"Cygep de Saint-Laurent","Associate","Social Sciences","Data Engineer - Devices Central Engagement",1,"1 years","Quebec",27500,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,"Data Engineer - Devices Central Engagement Quebec","Data Engineer - Devices Central Engagement","Quebec",86500,-0.6,66475,-3.24
"1479",1479,"University of Guelph","Master's","Business, management, marketing and related support services","Deep Learning Workload Optimization Engineer",7,"7 years","Saskatchewan",24000,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,"Deep Learning Workload Optimization Engineer Saskatchewan","Deep Learning Workload Optimization Engineer","Saskatchewan",37900,13.48,87475,15.24
"1480",1480,"New Brunswick Bible Institute","Doctoral","Social Sciences","Game Network Engineer",1,"1 years","Yukon",68500,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,"Game Network Engineer Yukon","Game Network Engineer","Yukon",54100,5.56,87325,7.32
"1481",1481,"Simon Fraser University","Associate","History","Robotics Mechatronic Engineer",10,"10 years","Northwest Territories",59500,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,"Robotics Mechatronic Engineer Northwest Territories","Robotics Mechatronic Engineer","Northwest Territories",63700,19.64,143200,-2.36
"1482",1482,"Ryerson University","Doctoral","Architecture and related services","Information Security Engineer",5,"5 years","Yukon",54500,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,"Information Security Engineer Yukon","Information Security Engineer","Yukon",81500,9.96,54025,1.16
"1483",1483,"College of the New Caledonia","Doctoral","Engineering","Data Engineer - Devices Central Engagement",9,"9 years","Prince Edward Island",56500,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,"Data Engineer - Devices Central Engagement Prince Edward Island","Data Engineer - Devices Central Engagement","Prince Edward Island",31900,17,68275,4.68
"1484",1484,"York University","Bachelor's","Education","Game Engineer - AI",9,"9 years","Nova Scotia",64000,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"Game Engineer - AI Nova Scotia","Game Engineer - AI","Nova Scotia",96900,3.8,116425,-3.24
"1485",1485,"University of Western Ontario","Bachelor's","Visual and performing arts","Mobile Software Development",2,"2 years","Ontario",46000,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,"Mobile Software Development Ontario","Mobile Software Development","Ontario",42900,2.04,83425,-1.48
"1486",1486,"HEC Montryal","Doctoral","Visual and performing arts","Game Network Engineer",3,"3 years","New Brunswick",41000,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,"Game Network Engineer New Brunswick","Game Network Engineer","New Brunswick",61700,17.88,106150,-2.36
"1487",1487,"Native Education College","Doctoral","History","Programmer Analyst",6,"6 years","Saskatchewan",27000,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"Programmer Analyst Saskatchewan","Programmer Analyst","Saskatchewan",16500,17,71725,14.36
"1488",1488,"Cygep de la Gaspysie et des Îles","Doctoral","Theology and religious vocations","Quality Assurance Engineer",5,"5 years","Nova Scotia",41500,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,"Quality Assurance Engineer Nova Scotia","Quality Assurance Engineer","Nova Scotia",42300,16.12,71725,2.04
"1489",1489,"University of Guelph","Doctoral","Liberal arts and sciences, general studies and humanities","Full Stack Developer",4,"4 years","Northwest Territories",20500,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,"Full Stack Developer Northwest Territories","Full Stack Developer","Northwest Territories",69700,11.72,40375,2.04
"1490",1490,"Ryerson University","Master's","Military technologies and applied Sciences","Integration Engineer, Developer Relations",3,"3 years","Ontario",27000,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,"Integration Engineer, Developer Relations Ontario","Integration Engineer, Developer Relations","Ontario",12500,15.24,82675,9.08
"1491",1491,"University of Western Ontario","Associate","Liberal arts and sciences, general studies and humanities","Deep Learning Backend Engine Software Developer",1,"1 years","Ontario",74500,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,"Deep Learning Backend Engine Software Developer Ontario","Deep Learning Backend Engine Software Developer","Ontario",21500,19.64,77050,17
"1492",1492,"Wilfrid Laurier University","Doctoral","Personal and culinary services","Deep Learning Backend Engine Developer",8,"8 years","Nova Scotia",76500,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,"Deep Learning Backend Engine Developer Nova Scotia","Deep Learning Backend Engine Developer","Nova Scotia",27500,17,106900,10.84
"1493",1493,"Cygep de la Gaspysie et des Îles","Master's","Education","iOS Engineer",6,"6 years","British Columbia",46000,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,"iOS Engineer British Columbia","iOS Engineer","British Columbia",63700,-2.36,46075,17
"1494",1494,"York University","Associate","Communications technologies/technicians and support services","Director of Engineering",8,"8 years","Alberta",76500,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"Director of Engineering Alberta","Director of Engineering","Alberta",3700,9.96,92650,-2.36
"1495",1495,"Niagara College","Bachelor's","History","Programmer Analyst",3,"3 years","Nova Scotia",47500,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,"Programmer Analyst Nova Scotia","Programmer Analyst","Nova Scotia",23700,-5,108775,8.2
"1496",1496,"Simon Fraser University","Associate","Dental, medical and veterinary residency programs","Deep Learning Backend Engine Developer",1,"1 years","Manitoba",34000,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,"Deep Learning Backend Engine Developer Manitoba","Deep Learning Backend Engine Developer","Manitoba",8300,4.68,84250,9.08
"1497",1497,"University of Waterloo","Associate","Personal and culinary services","iOS Engineer",7,"7 years","Manitoba",75000,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,"iOS Engineer Manitoba","iOS Engineer","Manitoba",53100,9.96,96700,19.64
"1498",1498,"Cygep de la Gaspysie et des Îles","Bachelor's","Security and protective services","Data Engineer - Devices Central Engagement",4,"4 years","Northwest Territories",37500,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,"Data Engineer - Devices Central Engagement Northwest Territories","Data Engineer - Devices Central Engagement","Northwest Territories",49500,17,43825,4.68
"1499",1499,"Dalhousie University","Doctoral","Area, ethnic, cultural, gender, and group studies","Senior Full Stack Developer",2,"2 years","Northwest Territories",21500,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,"Senior Full Stack Developer Northwest Territories","Senior Full Stack Developer","Northwest Territories",87300,8.2,116275,1.16
"1500",1500,"University of Windsor","Bachelor's","Engineering","Game Engineer - AI",4,"4 years","Saskatchewan",23000,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,"Game Engineer - AI Saskatchewan","Game Engineer - AI","Saskatchewan",88300,8.2,94300,19.64
"1501",1501,"Carleton University","Bachelor's","Business, management, marketing and related support services","Machine Learning Engineer",6,"6 years","Nova Scotia",24500,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,"Machine Learning Engineer Nova Scotia","Machine Learning Engineer","Nova Scotia",93900,16.12,95425,11.72
"1502",1502,"Brock University","Doctoral","Library Science","Full Stack Developer",2,"2 years","British Columbia",29500,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,"Full Stack Developer British Columbia","Full Stack Developer","British Columbia",77100,6.44,50800,6.44
"1503",1503,"University de Guelph, Campus d'Alfred","Doctoral","Science technologies/technicians","Game Network Engineer",5,"5 years","Alberta",69500,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,"Game Network Engineer Alberta","Game Network Engineer","Alberta",51500,14.36,118000,19.64
"1504",1504,"Wilfrid Laurier University","Master's","Physical Sciences","Mobile Software Development",8,"8 years","Saskatchewan",58500,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,"Mobile Software Development Saskatchewan","Mobile Software Development","Saskatchewan",57700,-3.24,103750,17.88
"1505",1505,"Cygep de la Gaspysie et des Îles","Bachelor's","Precision production","Information Security Engineer",9,"9 years","Nova Scotia",24500,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,"Information Security Engineer Nova Scotia","Information Security Engineer","Nova Scotia",39100,17.88,79000,9.08
"1506",1506,"University of Windsor","Master's","Military Science, leadership and operational art","Deep Learning Backend Engine Software Developer",4,"4 years","Manitoba",77500,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,"Deep Learning Backend Engine Software Developer Manitoba","Deep Learning Backend Engine Software Developer","Manitoba",64900,16.12,98275,12.6
"1507",1507,"Vancouver Island University","Associate","French language and literature/letters","Integration Engineer, Developer Relations",5,"5 years","New Brunswick",74000,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,"Integration Engineer, Developer Relations New Brunswick","Integration Engineer, Developer Relations","New Brunswick",52900,-5,106000,17.88
"1508",1508,"University of Windsor","Bachelor's","Family and consumer Sciences","Linux Platform Software Engineer",9,"9 years","Ontario",78000,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,"Linux Platform Software Engineer Ontario","Linux Platform Software Engineer","Ontario",92100,8.2,137950,-5
"1509",1509,"Simon Fraser University","Associate","Communication, journalism and related programs","Game Network Engineer",3,"3 years","Yukon",57500,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,"Game Network Engineer Yukon","Game Network Engineer","Yukon",54100,5.56,87325,7.32
"1510",1510,"Huron University College","Bachelor's","Mechanic and repair technologies/technicians","Information Security Engineer",3,"3 years","Northwest Territories",64500,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,"Information Security Engineer Northwest Territories","Information Security Engineer","Northwest Territories",46500,18.76,68875,-3.24
"1511",1511,"Victoria University","Doctoral","Engineering technologies and engineering-related fields","Applied Scientist",7,"7 years","Saskatchewan",67500,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,"Applied Scientist Saskatchewan","Applied Scientist","Saskatchewan",25700,2.92,91300,8.2
"1512",1512,"College of the New Caledonia","Doctoral","Personal and culinary services","Director of Engineering",6,"6 years","Northwest Territories",22000,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,"Director of Engineering Northwest Territories","Director of Engineering","Northwest Territories",70300,14.36,134800,4.68
"1513",1513,"Cygep de la Gaspysie et des Îles","Bachelor's","Mathematics and statistics","Cloud Software Development Engineer",10,"10 years","Newfoundland and Labrador",62500,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,"Cloud Software Development Engineer Newfoundland and Labrador","Cloud Software Development Engineer","Newfoundland and Labrador",8500,16.12,113050,4.68
"1514",1514,"Cygep de Saint-Laurent","Associate","Military Science, leadership and operational art","IOT Software Development Engineer",2,"2 years","Quebec",49500,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,"IOT Software Development Engineer Quebec","IOT Software Development Engineer","Quebec",45300,2.04,61825,-1.48
"1515",1515,"Cygep de Saint-Hyacinthe","Associate","Precision production","Programmer Analyst",3,"3 years","Nunavut",33000,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,"Programmer Analyst Nunavut","Programmer Analyst","Nunavut",60300,7.32,56125,-0.6
"1516",1516,"Ryerson University","Doctoral","Dental, medical and veterinary residency programs","Senior Gameplay Engineer",10,"10 years","Quebec",46500,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,"Senior Gameplay Engineer Quebec","Senior Gameplay Engineer","Quebec",53900,15.24,106600,7.32
"1517",1517,"Cygep de la Gaspysie et des Îles","Master's","Engineering technologies and engineering-related fields","Prototyping Data Engineer",3,"3 years","Prince Edward Island",56000,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,"Prototyping Data Engineer Prince Edward Island","Prototyping Data Engineer","Prince Edward Island",55500,11.72,108100,2.04
"1518",1518,"Dalhousie University","Master's","Family and consumer Sciences","Cloud Software Development Engineer",10,"10 years","Quebec",67500,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,"Cloud Software Development Engineer Quebec","Cloud Software Development Engineer","Quebec",36300,7.32,111775,18.76
"1519",1519,"Simon Fraser University","Bachelor's","Security and protective services","Cloud Software Development Engineer",8,"8 years","British Columbia",54000,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,"Cloud Software Development Engineer British Columbia","Cloud Software Development Engineer","British Columbia",79100,-3.24,147925,3.8
"1520",1520,"Ryerson University","Associate","Psychology","Linux Platform Software Engineer",5,"5 years","Ontario",30000,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,"Linux Platform Software Engineer Ontario","Linux Platform Software Engineer","Ontario",92100,8.2,137950,-5
"1521",1521,"University of Waterloo","Bachelor's","Architecture and related services","IOT Software Development Engineer",1,"1 years","Ontario",35500,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,"IOT Software Development Engineer Ontario","IOT Software Development Engineer","Ontario",65500,7.32,71425,11.72
"1522",1522,"University de Montryal","Master's","Engineering technologies and engineering-related fields","Deep Learning Backend Engine Software Developer",8,"8 years","Northwest Territories",54500,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,"Deep Learning Backend Engine Software Developer Northwest Territories","Deep Learning Backend Engine Software Developer","Northwest Territories",90300,17.88,40150,11.72
"1523",1523,"Cygep de Saint-Hyacinthe","Doctoral","Education","Deep Learning Backend Engine Developer",1,"1 years","New Brunswick",39500,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,"Deep Learning Backend Engine Developer New Brunswick","Deep Learning Backend Engine Developer","New Brunswick",51700,15.24,143575,5.56
"1524",1524,"College of the New Caledonia","Master's","Physical Sciences","Deep Learning Backend Engine Developer",9,"9 years","Quebec",23500,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,"Deep Learning Backend Engine Developer Quebec","Deep Learning Backend Engine Developer","Quebec",84900,6.44,116650,17.88
"1525",1525,"College of the New Caledonia","Associate","Psychology","Cloud Software Development Engineer",5,"5 years","Ontario",52500,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"Cloud Software Development Engineer Ontario","Cloud Software Development Engineer","Ontario",38700,-0.6,86575,11.72
"1526",1526,"Cygep de Saint-Hyacinthe","Associate","Theology and religious vocations","Information Security Engineer",4,"4 years","Northwest Territories",51000,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,"Information Security Engineer Northwest Territories","Information Security Engineer","Northwest Territories",46500,18.76,68875,-3.24
"1527",1527,"Brescia University College","Associate","Transportation and materials moving","Robotics Mechatronic Engineer",8,"8 years","Quebec",37500,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,"Robotics Mechatronic Engineer Quebec","Robotics Mechatronic Engineer","Quebec",15900,1.16,140725,3.8
"1528",1528,"HEC Montryal","Doctoral","Natural resources and conservation","Integration Engineer, Developer Relations",8,"8 years","Saskatchewan",27000,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,"Integration Engineer, Developer Relations Saskatchewan","Integration Engineer, Developer Relations","Saskatchewan",57500,0.28,45025,18.76
"1529",1529,"Saint Mary's University","Associate","Multidisciplinary/interdisciplinary studies","Games UI Engineer",1,"1 years","Nova Scotia",64500,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,"Games UI Engineer Nova Scotia","Games UI Engineer","Nova Scotia",68900,17.88,141550,10.84
"1530",1530,"New Brunswick Bible Institute","Doctoral","Architecture and related services","Full Stack Developer",9,"9 years","British Columbia",23500,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,"Full Stack Developer British Columbia","Full Stack Developer","British Columbia",77100,6.44,50800,6.44
"1531",1531,"University de Guelph, Campus d'Alfred","Master's","Psychology","Deep Learning Workload Optimization Engineer",1,"1 years","Nunavut",33500,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,"Deep Learning Workload Optimization Engineer Nunavut","Deep Learning Workload Optimization Engineer","Nunavut",29300,0.28,67750,-4.12
"1532",1532,"New Brunswick Bible Institute","Associate","Agriculture, agriculture operations and related Sciences","Director of Engineering",1,"1 years","New Brunswick",63500,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,"Director of Engineering New Brunswick","Director of Engineering","New Brunswick",19100,1.16,82375,6.44
"1533",1533,"University of Guelph","Doctoral","Library Science","Integration Engineer, Developer Relations",2,"2 years","Yukon",65500,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,"Integration Engineer, Developer Relations Yukon","Integration Engineer, Developer Relations","Yukon",42300,-0.6,85675,2.92
"1534",1534,"College of the New Caledonia","Associate","Biological and biomedical Sciences","Mobile Software Development",2,"2 years","Nova Scotia",22500,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,"Mobile Software Development Nova Scotia","Mobile Software Development","Nova Scotia",9900,16.12,45925,8.2
"1535",1535,"York University","Doctoral","Social Sciences","Senior Full Stack Developer",8,"8 years","Quebec",57000,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,"Senior Full Stack Developer Quebec","Senior Full Stack Developer","Quebec",44900,17,108700,12.6
"1536",1536,"University of Alberta","Doctoral","Philosophy and religious studies","Mobile Software Development",7,"7 years","Prince Edward Island",71500,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"Mobile Software Development Prince Edward Island","Mobile Software Development","Prince Edward Island",85900,-3.24,93475,10.84
"1537",1537,"HEC Montryal","Doctoral","Library Science","Quality Assurance Engineer",10,"10 years","Manitoba",75000,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,"Quality Assurance Engineer Manitoba","Quality Assurance Engineer","Manitoba",26700,17.88,145300,0.28
"1538",1538,"McMaster University","Bachelor's","French language and literature/letters","Prototyping Data Engineer",9,"9 years","Nunavut",42000,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,"Prototyping Data Engineer Nunavut","Prototyping Data Engineer","Nunavut",9900,-1.48,71950,19.64
