UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count,numbersofjob,jobgrowth,salary,salarygrowth
1509,Simon Fraser University,Associate,"Communication, journalism and related programs",Game Network Engineer,3,3 years,Yukon,57500,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,54100,5.56,87325,7.32
1510,Huron University College,Bachelor's,Mechanic and repair technologies/technicians,Information Security Engineer,3,3 years,Northwest Territories,64500,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,46500,18.76,68875,-3.24
1511,Victoria University,Doctoral,Engineering technologies and engineering-related fields,Applied Scientist,7,7 years,Saskatchewan,67500,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,25700,2.92,91300,8.2
1512,College of the New Caledonia,Doctoral,Personal and culinary services,Director of Engineering,6,6 years,Northwest Territories,22000,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,70300,14.36,134800,4.68
1513,Cygep de la Gaspysie et des Îles,Bachelor's,Mathematics and statistics,Cloud Software Development Engineer,10,10 years,Newfoundland and Labrador,62500,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,8500,16.12,113050,4.68
1514,Cygep de Saint-Laurent,Associate,"Military Science, leadership and operational art",IOT Software Development Engineer,2,2 years,Quebec,49500,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,45300,2.04,61825,-1.48
1515,Cygep de Saint-Hyacinthe,Associate,Precision production,Programmer Analyst,3,3 years,Nunavut,33000,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,60300,7.32,56125,-0.6
1516,Ryerson University,Doctoral,"Dental, medical and veterinary residency programs",Senior Gameplay Engineer,10,10 years,Quebec,46500,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,53900,15.24,106600,7.32
1517,Cygep de la Gaspysie et des Îles,Master's,Engineering technologies and engineering-related fields,Prototyping Data Engineer,3,3 years,Prince Edward Island,56000,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,55500,11.72,108100,2.04
1518,Dalhousie University,Master's,Family and consumer Sciences,Cloud Software Development Engineer,10,10 years,Quebec,67500,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,36300,7.32,111775,18.76
1519,Simon Fraser University,Bachelor's,Security and protective services,Cloud Software Development Engineer,8,8 years,British Columbia,54000,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,79100,-3.24,147925,3.8
1520,Ryerson University,Associate,Psychology,Linux Platform Software Engineer,5,5 years,Ontario,30000,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,92100,8.2,137950,-5
1521,University of Waterloo,Bachelor's,Architecture and related services,IOT Software Development Engineer,1,1 years,Ontario,35500,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,65500,7.32,71425,11.72
1522,University de Montryal,Master's,Engineering technologies and engineering-related fields,Deep Learning Backend Engine Software Developer,8,8 years,Northwest Territories,54500,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,90300,17.88,40150,11.72
1523,Cygep de Saint-Hyacinthe,Doctoral,Education,Deep Learning Backend Engine Developer,1,1 years,New Brunswick,39500,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,51700,15.24,143575,5.56
1524,College of the New Caledonia,Master's,Physical Sciences,Deep Learning Backend Engine Developer,9,9 years,Quebec,23500,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,84900,6.44,116650,17.88
1525,College of the New Caledonia,Associate,Psychology,Cloud Software Development Engineer,5,5 years,Ontario,52500,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,38700,-0.6,86575,11.72
1526,Cygep de Saint-Hyacinthe,Associate,Theology and religious vocations,Information Security Engineer,4,4 years,Northwest Territories,51000,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,46500,18.76,68875,-3.24
1527,Brescia University College,Associate,Transportation and materials moving,Robotics Mechatronic Engineer,8,8 years,Quebec,37500,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,15900,1.16,140725,3.8
1528,HEC Montryal,Doctoral,Natural resources and conservation,"Integration Engineer, Developer Relations",8,8 years,Saskatchewan,27000,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,57500,0.28,45025,18.76
1529,Saint Mary's University,Associate,Multidisciplinary/interdisciplinary studies,Games UI Engineer,1,1 years,Nova Scotia,64500,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,68900,17.88,141550,10.84
1530,New Brunswick Bible Institute,Doctoral,Architecture and related services,Full Stack Developer,9,9 years,British Columbia,23500,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,77100,6.44,50800,6.44
1531,"University de Guelph, Campus d'Alfred",Master's,Psychology,Deep Learning Workload Optimization Engineer,1,1 years,Nunavut,33500,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,29300,0.28,67750,-4.12
1532,New Brunswick Bible Institute,Associate,"Agriculture, agriculture operations and related Sciences",Director of Engineering,1,1 years,New Brunswick,63500,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,19100,1.16,82375,6.44
1533,University of Guelph,Doctoral,Library Science,"Integration Engineer, Developer Relations",2,2 years,Yukon,65500,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,42300,-0.6,85675,2.92
1534,College of the New Caledonia,Associate,Biological and biomedical Sciences,Mobile Software Development,2,2 years,Nova Scotia,22500,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,9900,16.12,45925,8.2
1535,York University,Doctoral,Social Sciences,Senior Full Stack Developer,8,8 years,Quebec,57000,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,44900,17,108700,12.6
1536,University of Alberta,Doctoral,Philosophy and religious studies,Mobile Software Development,7,7 years,Prince Edward Island,71500,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,85900,-3.24,93475,10.84
1537,HEC Montryal,Doctoral,Library Science,Quality Assurance Engineer,10,10 years,Manitoba,75000,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,26700,17.88,145300,0.28
1538,McMaster University,Bachelor's,French language and literature/letters,Prototyping Data Engineer,9,9 years,Nunavut,42000,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,9900,-1.48,71950,19.64
1539,Vancouver Institute of Media Arts,Master's,"Military Science, leadership and operational art",Game Network Engineer,4,4 years,Prince Edward Island,67000,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,21100,7.32,90025,-5
1540,Brescia University College,Associate,Multidisciplinary/interdisciplinary studies,Senior Gameplay Engineer,2,2 years,Northwest Territories,68500,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,47100,-1.48,118000,13.48
1541,University de Sherbrooke,Associate,Legal professions and studies,iOS Engineer,6,6 years,Quebec,35500,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,98500,13.48,112375,10.84
1542,Simon Fraser University,Bachelor's,Library Science,Deep Learning Backend Engine Developer,10,10 years,Yukon,57000,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,47100,-1.48,62500,10.84
1543,University of Windsor,Bachelor's,Computer and information Sciences and support services,Cloud Software Development Engineer,6,6 years,Alberta,30500,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,46100,9.08,50200,9.96
1544,Cygep de Saint-Laurent,Doctoral,"Military Science, leadership and operational art",Quality Assurance Engineer,10,10 years,Ontario,67000,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,84300,17.88,122575,-1.48
1545,University of Guelph,Doctoral,Communications technologies/technicians and support services,Applied Scientist,8,8 years,Yukon,48000,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,83700,2.04,127900,2.04
1546,Simon Fraser University,Master's,Education,Prototyping Data Engineer,5,5 years,New Brunswick,55000,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,24100,0.28,106450,-4.12
1547,Cygep de la Gaspysie et des Îles,Master's,Visual and performing arts,Applied Scientist,6,6 years,Nova Scotia,64000,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,12100,13.48,43075,9.96
1548,Simon Fraser University,Doctoral,Physical Sciences,"Data Engineer, Natural Language Processing (NLP)",7,7 years,Quebec,74500,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,80700,18.76,124150,7.32
1549,University of Windsor,Master's,French language and literature/letters,iOS Engineer,1,1 years,Alberta,48000,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,30300,-1.48,75400,11.72
1550,Brock University,Associate,Architecture and related services,Programmer Analyst,10,10 years,Ontario,62500,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,52700,2.92,120175,1.16
1551,Brock University,Doctoral,Natural resources and conservation,Applied Scientist,4,4 years,Yukon,68000,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,83700,2.04,127900,2.04
1552,College of the New Caledonia,Associate,Transportation and materials moving,Deep Learning Backend Engine Developer,5,5 years,New Brunswick,76500,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,51700,15.24,143575,5.56
1553,York University,Associate,Health professions and related programs,Director of Engineering,10,10 years,Newfoundland and Labrador,54000,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12100,18.76,90475,2.92
1554,York University,Associate,Social Sciences,Data Engineer - Devices Central Engagement,8,8 years,Ontario,59000,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,81100,9.96,127000,-0.6
1555,University of Western Ontario,Associate,"Aboriginal and foreign languages, literatures and linguistics","Data Engineer, Natural Language Processing (NLP)",10,10 years,Manitoba,23500,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,44500,6.44,149575,13.48
1556,University de Montryal,Associate,Public administration and social service professions,Deep Learning Workload Optimization Engineer,7,7 years,Saskatchewan,60500,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,37900,13.48,87475,15.24
1557,Ryerson University,Master's,Legal professions and studies,Deep Learning Workload Optimization Engineer,6,6 years,Nunavut,47500,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,29300,0.28,67750,-4.12
1558,University de Sherbrooke,Master's,History,"Integration Engineer, Developer Relations",2,2 years,British Columbia,37000,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,29900,5.56,128350,17.88
1559,Native Education College,Bachelor's,"Communication, journalism and related programs",Information Security Engineer,3,3 years,Nova Scotia,73000,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,39100,17.88,79000,9.08
1560,Saint Mary's University,Associate,Construction trades,Programmer Analyst,4,4 years,Nova Scotia,51500,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,23700,-5,108775,8.2
1561,Simon Fraser University,Bachelor's,Architecture and related services,Data Engineer - Devices Central Engagement,10,10 years,Saskatchewan,69000,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,93700,15.24,43150,-1.48
1562,Victoria University,Doctoral,Biological and biomedical Sciences,Deep Learning Workload Optimization Engineer,5,5 years,British Columbia,57500,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,83500,10.84,116500,17
1563,Cygep de Saint-Hyacinthe,Bachelor's,"Aboriginal and foreign languages, literatures and linguistics",Mobile Software Development,3,3 years,Nunavut,39500,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,11900,-4.12,43825,7.32
1564,Huron University College,Bachelor's,History,Full Stack Developer,3,3 years,Quebec,35500,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,29700,1.16,61300,-4.12
1565,University du Quybec à Rimouski (UQAR),Associate,Personal and culinary services,Data Engineer - Devices Central Engagement,3,3 years,Manitoba,37000,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,93300,12.6,141250,10.84
1566,Ryerson University,Master's,Psychology,"Data Engineer, Natural Language Processing (NLP)",6,6 years,Alberta,25000,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,41100,8.2,135625,-1.48
1567,McMaster University,Bachelor's,Natural resources and conservation,iOS Engineer,4,4 years,Saskatchewan,66000,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,27900,8.2,118225,11.72
1568,Cygep de la Gaspysie et des Îles,Doctoral,Architecture and related services,Data Engineer - Devices Central Engagement,9,9 years,Ontario,62500,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,81100,9.96,127000,-0.6
1569,Brock University,Doctoral,"Liberal arts and sciences, general studies and humanities",Machine Learning Engineer,10,10 years,Prince Edward Island,53000,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,43700,-1.48,118825,8.2
1570,York University,Master's,Communications technologies/technicians and support services,Deep Learning Backend Engine Developer,3,3 years,New Brunswick,31500,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,51700,15.24,143575,5.56
1571,Cygep de la Gaspysie et des Îles,Bachelor's,Personal and culinary services,Mobile Software Development,5,5 years,Northwest Territories,35000,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,11500,9.96,49225,12.6
1572,Brock University,Bachelor's,History,Information Security Engineer,8,8 years,Ontario,27500,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,99500,10.84,51400,11.72
1573,Wilfrid Laurier University,Associate,Biological and biomedical Sciences,Deep Learning Workload Optimization Engineer,2,2 years,British Columbia,69500,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,83500,10.84,116500,17
1574,Cygep de la Gaspysie et des Îles,Associate,Visual and performing arts,Linux Platform Software Engineer,7,7 years,Northwest Territories,70500,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,48300,16.12,96775,13.48
1575,McMaster University,Bachelor's,Security and protective services,"Integration Engineer, Developer Relations",7,7 years,British Columbia,25000,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,29900,5.56,128350,17.88
1576,Cygep de Saint-Hyacinthe,Associate,Public administration and social service professions,Prototyping Data Engineer,3,3 years,Ontario,50500,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,69700,7.32,119875,6.44
1577,New Brunswick Bible Institute,Doctoral,Public administration and social service professions,Information Security Engineer,10,10 years,Quebec,63000,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,40100,-4.12,109675,5.56
1578,Cygep de Saint-Laurent,Associate,Communications technologies/technicians and support services,IOT Software Development Engineer,9,9 years,British Columbia,57500,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,56300,8.2,43600,-5
1579,Vancouver Institute of Media Arts,Doctoral,Construction trades,Cloud Software Development Engineer,3,3 years,Newfoundland and Labrador,46500,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,8500,16.12,113050,4.68
1580,Concordia University,Master's,Science technologies/technicians,iOS Engineer,9,9 years,Alberta,43000,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,30300,-1.48,75400,11.72
1581,Vancouver Island University,Master's,Military technologies and applied Sciences,"Integration Engineer, Developer Relations",2,2 years,Nunavut,30000,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,26500,-0.6,111550,-2.36
1582,University of Guelph,Doctoral,"Communication, journalism and related programs","Data Engineer, Natural Language Processing (NLP)",3,3 years,Saskatchewan,26000,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,38500,-3.24,74275,1.16
1583,University du Quybec à Rimouski (UQAR),Doctoral,Philosophy and religious studies,Cloud Software Development Engineer,3,3 years,Prince Edward Island,67500,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,51900,16.12,140575,18.76
1584,University du Quybec à Rimouski (UQAR),Master's,"Business, management, marketing and related support services",Deep Learning Workload Optimization Engineer,5,5 years,Northwest Territories,43000,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,80700,0.28,45550,14.36
1585,Niagara College,Bachelor's,Personal and culinary services,Linux Platform Software Engineer,6,6 years,Prince Edward Island,25500,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,32300,17,56800,0.28
1586,Niagara College,Doctoral,"Liberal arts and sciences, general studies and humanities",iOS Engineer,1,1 years,New Brunswick,51000,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,47100,2.04,102400,2.04
1587,Huron University College,Bachelor's,Library Science,Senior Full Stack Developer,3,3 years,Nunavut,55000,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,44500,15.24,62275,11.72
1588,Simon Fraser University,Doctoral,Biological and biomedical Sciences,Game Engineer - AI,7,7 years,Alberta,77000,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,15100,-0.6,140650,9.96
1589,University of Windsor,Doctoral,Personal and culinary services,Machine Learning Engineer,1,1 years,Alberta,68500,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,98700,18.76,129700,-3.24
1590,University of Alberta,Doctoral,"Area, ethnic, cultural, gender, and group studies",Prototyping Data Engineer,1,1 years,Northwest Territories,71000,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,87500,-5,70150,3.8
1591,McMaster University,Bachelor's,"Military Science, leadership and operational art",Programmer Analyst,4,4 years,Newfoundland and Labrador,61000,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,67100,8.2,121075,17.88
1592,Vancouver Institute of Media Arts,Associate,"Parks, recreation, leisure and fitness studies",Senior Full Stack Developer,9,9 years,Prince Edward Island,37500,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,80300,15.24,147850,5.56
1593,University of Waterloo,Master's,History,Deep Learning Backend Engine Developer,8,8 years,Yukon,74500,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,47100,-1.48,62500,10.84
1594,University de Montryal,Bachelor's,Communications technologies/technicians and support services,"Integration Engineer, Developer Relations",3,3 years,Manitoba,71000,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,80900,2.04,122200,-0.6
1595,University de Montryal,Doctoral,Security and protective services,"Data Engineer, Natural Language Processing (NLP)",2,2 years,Newfoundland and Labrador,57500,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,47300,15.24,65350,1.16
1596,Vancouver Institute of Media Arts,Doctoral,"Aboriginal and foreign languages, literatures and linguistics",Robotics Mechatronic Engineer,10,10 years,Saskatchewan,53500,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,40700,16.12,142900,4.68
1597,McMaster University,Master's,Psychology,Games UI Engineer,4,4 years,Nunavut,29000,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,78300,7.32,52825,6.44
1598,York University,Doctoral,Architecture and related services,IOT Software Development Engineer,6,6 years,Newfoundland and Labrador,37500,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,31500,9.08,105625,10.84
1599,University of Waterloo,Bachelor's,Communications technologies/technicians and support services,Information Security Engineer,1,1 years,Prince Edward Island,56000,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,74500,-2.36,78100,6.44
