UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count
1682,Concordia University,Master's,Philosophy and religious studies,Full Stack Developer,5,5 years,Prince Edward Island,56000,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1
1683,University of Guelph,Associate,"Aboriginal and foreign languages, literatures and linguistics",Machine Learning Engineer,2,2 years,Saskatchewan,47500,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
1684,Vancouver Institute of Media Arts,Associate,Military technologies and applied Sciences,Cloud Software Development Engineer,2,2 years,Newfoundland and Labrador,62500,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1
1685,Cygep de Saint-Laurent,Doctoral,Legal professions and studies,Game Network Engineer,10,10 years,Nova Scotia,74000,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1
1686,York University,Doctoral,"Parks, recreation, leisure and fitness studies",IOT Software Development Engineer,9,9 years,Ontario,75000,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1
1687,HEC Montryal,Bachelor's,Personal and culinary services,Robotics Mechatronic Engineer,2,2 years,Nova Scotia,45500,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1
1688,University of Western Ontario,Bachelor's,Transportation and materials moving,Senior Gameplay Engineer,1,1 years,Manitoba,65000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
1689,Vancouver Institute of Media Arts,Doctoral,Security and protective services,Full Stack Developer,5,5 years,Nova Scotia,78000,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1
1690,Cygep de Saint-Hyacinthe,Doctoral,Security and protective services,Prototyping Data Engineer,5,5 years,Nunavut,80000,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1
1691,University du Quybec à Rimouski (UQAR),Master's,Mathematics and statistics,iOS Engineer,3,3 years,Nunavut,62500,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
1692,University of Waterloo,Doctoral,Biological and biomedical Sciences,Deep Learning Backend Engine Software Developer,8,8 years,British Columbia,64500,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1
1693,Carleton University,Associate,French language and literature/letters,Programmer Analyst,3,3 years,Nova Scotia,23000,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1
1694,University de Montryal,Associate,"Liberal arts and sciences, general studies and humanities",Applied Scientist,8,8 years,Alberta,38000,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1695,Niagara College,Master's,French language and literature/letters,Deep Learning Backend Engine Software Developer,5,5 years,Newfoundland and Labrador,40500,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
1696,Victoria University,Associate,Physical Sciences,Games UI Engineer,2,2 years,Nunavut,53500,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1
1697,HEC Montryal,Master's,Social Sciences,"Data Engineer, Natural Language Processing (NLP)",6,6 years,British Columbia,49000,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1
1698,University of Windsor,Doctoral,Computer and information Sciences and support services,"Data Engineer, Natural Language Processing (NLP)",6,6 years,British Columbia,69000,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1
1699,Native Education College,Associate,Science technologies/technicians,Senior Full Stack Developer,4,4 years,Ontario,68500,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1
1700,Concordia University,Master's,Theology and religious vocations,Deep Learning Backend Engine Developer,10,10 years,New Brunswick,59000,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1
1701,Brescia University College,Bachelor's,Precision production,Deep Learning Backend Engine Developer,9,9 years,Yukon,79500,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
1702,Brock University,Bachelor's,Natural resources and conservation,Machine Learning Engineer,5,5 years,Prince Edward Island,53500,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1
1703,New Brunswick Bible Institute,Associate,Psychology,Deep Learning Backend Engine Software Developer,4,4 years,Nova Scotia,64500,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1
1704,Simon Fraser University,Doctoral,Natural resources and conservation,Full Stack Developer,10,10 years,Northwest Territories,61000,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
1705,University of Guelph,Master's,"Area, ethnic, cultural, gender, and group studies",Game Engineer - AI,5,5 years,Nunavut,42500,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1
1706,University of Toronto,Master's,Precision production,Deep Learning Workload Optimization Engineer,2,2 years,Alberta,31000,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1
1707,Ryerson University,Associate,Military technologies and applied Sciences,Game Network Engineer,9,9 years,Manitoba,61000,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1
1708,University of Guelph,Bachelor's,Security and protective services,Information Security Engineer,2,2 years,Alberta,47000,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1
1709,York University,Doctoral,Construction trades,Information Security Engineer,6,6 years,Quebec,24000,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1
1710,Simon Fraser University,Bachelor's,Visual and performing arts,Full Stack Developer,4,4 years,Northwest Territories,47000,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1
1711,University of Western Ontario,Doctoral,Theology and religious vocations,Robotics Mechatronic Engineer,7,7 years,Nova Scotia,42000,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1
1712,University de Sherbrooke,Associate,"Liberal arts and sciences, general studies and humanities",iOS Engineer,7,7 years,Nova Scotia,46500,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1713,New Brunswick Bible Institute,Bachelor's,Family and consumer Sciences,Deep Learning Backend Engine Software Developer,6,6 years,Northwest Territories,41000,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1
1714,University de Sherbrooke,Bachelor's,Family and consumer Sciences,Senior Full Stack Developer,7,7 years,Nunavut,50000,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
1715,University of Waterloo,Doctoral,"Area, ethnic, cultural, gender, and group studies",Senior Full Stack Developer,9,9 years,Nunavut,31000,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1
1716,New Brunswick Bible Institute,Associate,Theology and religious vocations,Games UI Engineer,8,8 years,Ontario,36000,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
1717,Huron University College,Doctoral,"Aboriginal and foreign languages, literatures and linguistics",Programmer Analyst,3,3 years,Manitoba,32500,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1
1718,Concordia University,Associate,"Parks, recreation, leisure and fitness studies",Game Engineer - AI,2,2 years,Saskatchewan,23500,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
1719,New Brunswick Bible Institute,Doctoral,Construction trades,"Data Engineer, Natural Language Processing (NLP)",8,8 years,Newfoundland and Labrador,61000,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1720,Concordia University,Master's,Library Science,Robotics Mechatronic Engineer,1,1 years,Manitoba,21500,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1
1721,Cygep de la Gaspysie et des Îles,Master's,Mathematics and statistics,Game Network Engineer,8,8 years,Yukon,53000,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1
1722,Carleton University,Associate,Philosophy and religious studies,Data Engineer - Devices Central Engagement,10,10 years,Alberta,67000,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1
1723,Native Education College,Doctoral,Engineering,"Data Engineer, Natural Language Processing (NLP)",5,5 years,Alberta,76500,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
1724,Vancouver Island University,Bachelor's,English language and literature/letters,Robotics Mechatronic Engineer,2,2 years,Nova Scotia,68000,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1
1725,Queen's University,Master's,Social Sciences,Senior Gameplay Engineer,4,4 years,Manitoba,49500,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1
1726,McMaster University,Master's,"Area, ethnic, cultural, gender, and group studies","Data Engineer, Natural Language Processing (NLP)",6,6 years,Alberta,55500,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1
1727,Niagara College,Master's,Engineering technologies and engineering-related fields,Information Security Engineer,2,2 years,Yukon,55500,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1
1728,Concordia University,Bachelor's,Transportation and materials moving,"Data Engineer, Natural Language Processing (NLP)",7,7 years,Quebec,73500,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1729,University de Montryal,Associate,Military technologies and applied Sciences,Deep Learning Backend Engine Developer,9,9 years,Prince Edward Island,33000,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
1730,University of Windsor,Associate,Biological and biomedical Sciences,Robotics Mechatronic Engineer,7,7 years,Yukon,50500,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1
1731,Vancouver Institute of Media Arts,Associate,Mechanic and repair technologies/technicians,Deep Learning Backend Engine Software Developer,1,1 years,Yukon,28000,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1
1732,"University de Guelph, Campus d'Alfred",Doctoral,"Liberal arts and sciences, general studies and humanities",Applied Scientist,9,9 years,Prince Edward Island,64000,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1
1733,McMaster University,Doctoral,Military technologies and applied Sciences,Game Network Engineer,6,6 years,Prince Edward Island,37000,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1
1734,Vancouver Institute of Media Arts,Master's,"Area, ethnic, cultural, gender, and group studies",Director of Engineering,7,7 years,Nunavut,69500,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1
1735,University du Quybec à Rimouski (UQAR),Master's,Communications technologies/technicians and support services,Information Security Engineer,6,6 years,Yukon,36000,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1
1736,Cygep de la Gaspysie et des Îles,Doctoral,French language and literature/letters,Director of Engineering,1,1 years,Saskatchewan,35500,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1
1737,University of Guelph,Associate,"Dental, medical and veterinary residency programs",Machine Learning Engineer,3,3 years,Nova Scotia,50000,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1
1738,Concordia University,Doctoral,English language and literature/letters,Deep Learning Backend Engine Developer,2,2 years,Nova Scotia,65500,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
1739,Native Education College,Doctoral,Transportation and materials moving,Robotics Mechatronic Engineer,1,1 years,Nunavut,56500,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1
1740,Carleton University,Bachelor's,French language and literature/letters,iOS Engineer,9,9 years,Prince Edward Island,60500,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1
1741,University of Windsor,Doctoral,"Liberal arts and sciences, general studies and humanities",Game Engineer - AI,2,2 years,Newfoundland and Labrador,32000,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1
1742,Concordia University,Associate,Construction trades,Mobile Software Development,1,1 years,Alberta,28500,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1
1743,Dalhousie University,Doctoral,Legal professions and studies,Linux Platform Software Engineer,10,10 years,Yukon,33500,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1
1744,University de Sherbrooke,Bachelor's,Architecture and related services,Senior Gameplay Engineer,4,4 years,British Columbia,43500,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
1745,Niagara College,Bachelor's,English language and literature/letters,Data Engineer - Devices Central Engagement,1,1 years,Prince Edward Island,46000,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
1746,Simon Fraser University,Master's,"Aboriginal and foreign languages, literatures and linguistics",Deep Learning Backend Engine Developer,4,4 years,Newfoundland and Labrador,76500,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1747,McMaster University,Master's,Multidisciplinary/interdisciplinary studies,iOS Engineer,1,1 years,Ontario,53500,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1
1748,Queen's University,Doctoral,Multidisciplinary/interdisciplinary studies,Information Security Engineer,8,8 years,Manitoba,31000,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1
1749,Ryerson University,Bachelor's,Philosophy and religious studies,Information Security Engineer,4,4 years,Nunavut,79000,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1
1750,College of the New Caledonia,Bachelor's,Multidisciplinary/interdisciplinary studies,Game Network Engineer,9,9 years,Alberta,47500,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1
1751,University de Sherbrooke,Doctoral,Mathematics and statistics,Robotics Mechatronic Engineer,4,4 years,Newfoundland and Labrador,29000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
1752,McMaster University,Associate,Multidisciplinary/interdisciplinary studies,Prototyping Data Engineer,8,8 years,British Columbia,33000,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1
1753,Vancouver Institute of Media Arts,Bachelor's,History,Prototyping Data Engineer,8,8 years,Manitoba,77000,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1
1754,Queen's University,Master's,Psychology,Cloud Software Development Engineer,6,6 years,Ontario,41500,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
1755,University of Western Ontario,Master's,Health professions and related programs,Deep Learning Workload Optimization Engineer,3,3 years,Prince Edward Island,35500,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1
1756,Carleton University,Bachelor's,Science technologies/technicians,Robotics Mechatronic Engineer,5,5 years,Northwest Territories,35000,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
1757,University of Waterloo,Master's,Natural resources and conservation,iOS Engineer,9,9 years,Northwest Territories,63000,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
1758,Queen's University,Bachelor's,Science technologies/technicians,Machine Learning Engineer,8,8 years,Newfoundland and Labrador,73500,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1
1759,College of the New Caledonia,Bachelor's,Natural resources and conservation,Cloud Software Development Engineer,8,8 years,British Columbia,30500,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
1760,McMaster University,Bachelor's,Construction trades,Mobile Software Development,9,9 years,Yukon,34000,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1761,Brescia University College,Bachelor's,"Aboriginal and foreign languages, literatures and linguistics",Machine Learning Engineer,5,5 years,Manitoba,31500,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1
1762,York University,Associate,Communications technologies/technicians and support services,Information Security Engineer,6,6 years,Prince Edward Island,25000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
1763,University du Quybec à Rimouski (UQAR),Associate,Military technologies and applied Sciences,Game Network Engineer,9,9 years,Manitoba,56000,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1
1764,Ryerson University,Bachelor's,Natural resources and conservation,Linux Platform Software Engineer,5,5 years,Ontario,42000,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1765,Niagara College,Master's,Personal and culinary services,Quality Assurance Engineer,3,3 years,Saskatchewan,60000,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1
1766,Brock University,Master's,Computer and information Sciences and support services,Mobile Software Development,1,1 years,Nunavut,28000,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1
1767,Brescia University College,Bachelor's,Public administration and social service professions,"Integration Engineer, Developer Relations",9,9 years,British Columbia,50500,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1
1768,Brescia University College,Bachelor's,Biological and biomedical Sciences,IOT Software Development Engineer,8,8 years,Saskatchewan,43500,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1
1769,Carleton University,Master's,"Communication, journalism and related programs",Cloud Software Development Engineer,6,6 years,New Brunswick,47500,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1
1770,Simon Fraser University,Bachelor's,Education,Game Engineer - AI,1,1 years,Saskatchewan,38000,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1771,University of Guelph,Associate,"Agriculture, agriculture operations and related Sciences",Quality Assurance Engineer,6,6 years,Alberta,80000,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1
1772,New Brunswick Bible Institute,Doctoral,Communications technologies/technicians and support services,Data Engineer - Devices Central Engagement,1,1 years,Ontario,20000,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1
1773,University of Guelph,Bachelor's,"Agriculture, agriculture operations and related Sciences",IOT Software Development Engineer,6,6 years,New Brunswick,26500,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1
1774,Cygep de la Gaspysie et des Îles,Master's,"Dental, medical and veterinary residency programs","Data Engineer, Natural Language Processing (NLP)",3,3 years,Newfoundland and Labrador,25000,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
1775,University of Waterloo,Doctoral,Multidisciplinary/interdisciplinary studies,Game Network Engineer,9,9 years,Saskatchewan,47500,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
1776,New Brunswick Bible Institute,Master's,Public administration and social service professions,Game Engineer - AI,5,5 years,British Columbia,36000,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1
1777,Queen's University,Doctoral,"Military Science, leadership and operational art",Senior Full Stack Developer,6,6 years,British Columbia,56500,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1
1778,New Brunswick Bible Institute,Doctoral,"Liberal arts and sciences, general studies and humanities",Quality Assurance Engineer,6,6 years,British Columbia,23500,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1
1779,Vancouver Institute of Media Arts,Associate,Mathematics and statistics,Quality Assurance Engineer,9,9 years,Alberta,56500,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1
1780,Carleton University,Associate,Engineering technologies and engineering-related fields,Linux Platform Software Engineer,4,4 years,British Columbia,48000,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1
1781,Brescia University College,Associate,English language and literature/letters,Cloud Software Development Engineer,10,10 years,Yukon,66000,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1782,Simon Fraser University,Associate,Construction trades,Full Stack Developer,5,5 years,Nunavut,36500,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1
